co-benefit_type,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,sum,population,households,LSOA code,LSOA name (Eng),WIMD 2025 overall rank ,WIMD 2025 overall decile,WIMD 2025 overall quintile
excess_cold,0.0,7.58e-05,0.000133205,0.000510003,0.000638516,0.000855625,0.001514708,0.002414001,0.00306378,0.004781977,0.004722039,0.0069264,0.006966146,0.008150279,0.010977603,0.012632581,0.013201251,0.014174772,0.014161612,0.015055592,0.01635717,0.016251397,0.016229069,0.016876556,0.016681971,0.01740777,0.220759823,1802,737,W01001702,Caerau (Cardiff) 1,464,3,2
excess_heat,0.0,-2.65e-09,3.43e-09,-6.48e-09,-3.63e-09,-3.5e-08,1.29e-09,6e-08,5.21e-08,1.13e-09,1.89e-07,1.03e-07,8.36e-09,1.44e-07,1.38e-07,3.86e-07,1.85e-07,2.02e-07,2.14e-07,2.29e-07,2.47e-07,2.54e-07,2.58e-07,2.63e-07,2.66e-07,4.38e-07,3.59e-06,1802,737,W01001702,Caerau (Cardiff) 1,464,3,2
hassle_costs,-0.03711467,-0.044296466,-0.051285887,-0.058247488,-0.065093246,-0.071810683,-0.072378025,-0.072908172,-0.073405014,-0.073863087,-0.074288354,-0.074617842,-0.074906073,-0.075148477,-0.075346772,-0.075495338,-0.075444713,-0.075348431,-0.075206259,-0.075023341,-0.07481048,-0.074463693,-0.074088222,-0.073686052,-0.073257723,-0.072814831,-1.814349339,1802,737,W01001702,Caerau (Cardiff) 1,464,3,2
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802,737,W01001702,Caerau (Cardiff) 1,464,3,2
physical_activity,0.020336274,0.029119024,0.035833591,0.041458165,0.046678569,0.051746505,0.05404536,0.056285141,0.058445566,0.06056688,0.062662123,0.064574371,0.066431379,0.068262494,0.070050306,0.071788985,0.073347353,0.074848186,0.07631811,0.077748033,0.079117468,0.080318124,0.081446742,0.082560352,0.083636405,0.084650904,1.65227641,1802,737,W01001702,Caerau (Cardiff) 1,464,3,2
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802,737,W01001702,Caerau (Cardiff) 1,464,3,2
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802,737,W01001702,Caerau (Cardiff) 1,464,3,2
sum,-0.013810892,-0.010299663,-0.002623436,-0.00166131,-0.000951008,0.00132087,0.007184613,0.0148176,0.022724911,0.031906784,0.039494656,0.049593197,0.056369498,0.064492934,0.073926568,0.082022253,0.088267893,0.094493505,0.099304251,0.10478758,0.109895249,0.112614185,0.114166847,0.115826534,0.116613065,0.118254837,1.488731523,1802,737,W01001702,Caerau (Cardiff) 1,464,3,2
air_quality,0.001995901,0.00322956,0.004161454,0.005379434,0.006938488,0.009207482,0.011737099,0.015137717,0.018908037,0.022614356,0.026743902,0.03064272,0.034396686,0.038017448,0.041431565,0.044655798,0.047422525,0.04992842,0.052131771,0.054011189,0.055553004,0.056465554,0.056561823,0.056232028,0.055872338,0.055528289,0.854904588,1212,486,W01001703,Caerau (Cardiff) 2,84,1,1
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212,486,W01001703,Caerau (Cardiff) 2,84,1,1
dampness,0.0,1.65e-07,0.000101855,0.000181186,0.000189351,0.000337056,0.000199799,0.000262575,0.000274836,0.000537823,0.000509648,0.000889749,0.000692245,0.000733253,0.000789163,0.000822616,0.000864935,0.000880434,0.000875126,0.000964647,0.000997777,0.000996668,0.000997191,0.001050619,0.001123236,0.001115772,0.016387725,1212,486,W01001703,Caerau (Cardiff) 2,84,1,1
diet_change,0.0,0.0,0.004281662,0.0043022,0.004270717,0.004223477,0.004171587,0.004118424,0.00406502,0.004011725,0.003958708,0.003906133,0.003854144,0.003802794,0.003752112,0.003702114,0.003652775,0.003604057,0.003555933,0.003508369,0.003461274,0.003414555,0.003368163,0.003322042,0.003276144,0.003230432,0.090814561,1212,486,W01001703,Caerau (Cardiff) 2,84,1,1
excess_cold,0.0,3.06e-05,7.14e-05,0.000275012,0.000434483,0.000533414,0.001045242,0.001352984,0.001931817,0.003083975,0.003314084,0.004639973,0.004848717,0.005164818,0.006522757,0.006880091,0.007382836,0.008507055,0.008598931,0.009144218,0.010090897,0.010014286,0.010450887,0.010308278,0.010779606,0.01080168,0.136208041,1212,486,W01001703,Caerau (Cardiff) 2,84,1,1
excess_heat,0.0,-1.12e-09,2.13e-09,-3.67e-09,-1.57e-09,-2.23e-08,1.6e-09,3.85e-08,3.3e-08,2.31e-09,1.28e-07,7.18e-08,4.54e-09,9.63e-08,9.09e-08,2.52e-07,1.17e-07,1.29e-07,1.4e-07,1.51e-07,1.64e-07,1.66e-07,1.68e-07,1.71e-07,1.74e-07,2.85e-07,2.36e-06,1212,486,W01001703,Caerau (Cardiff) 2,84,1,1
hassle_costs,-0.024962808,-0.029793184,-0.03449417,-0.039176446,-0.043780807,-0.048298861,-0.048680448,-0.049037017,-0.049371186,-0.049679279,-0.049965308,-0.050186917,-0.050380777,-0.050543815,-0.050677185,-0.050777109,-0.050743059,-0.050678301,-0.050582678,-0.05045965,-0.050316482,-0.050083239,-0.049830702,-0.049560208,-0.04927212,-0.048974237,-1.220305993,1212,486,W01001703,Caerau (Cardiff) 2,84,1,1
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212,486,W01001703,Caerau (Cardiff) 2,84,1,1
physical_activity,0.010432726,0.014938831,0.018384183,0.02127061,0.023949809,0.026550598,0.027730585,0.028880358,0.029989454,0.031078439,0.032153654,0.033135332,0.034088708,0.035028839,0.035946857,0.036839339,0.037639473,0.038410151,0.039165065,0.039899488,0.040602852,0.041219538,0.041799247,0.042371353,0.042924206,0.043445639,0.847875334,1212,486,W01001703,Caerau (Cardiff) 2,84,1,1
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212,486,W01001703,Caerau (Cardiff) 2,84,1,1
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212,486,W01001703,Caerau (Cardiff) 2,84,1,1
sum,-0.012534181,-0.011594029,-0.007493614,-0.007768008,-0.007997961,-0.007446856,-0.003796134,0.000715079,0.005798011,0.011647041,0.016714816,0.023027062,0.027499728,0.032203433,0.03776536,0.042123101,0.046219602,0.050651945,0.053744288,0.057068412,0.060389486,0.062027528,0.063346777,0.063724283,0.064703584,0.06514786,0.725886613,1212,486,W01001703,Caerau (Cardiff) 2,84,1,1
air_quality,0.003518978,0.004480419,0.005757421,0.007481088,0.009639727,0.012778268,0.016280701,0.021024018,0.026282817,0.03145234,0.037212526,0.042650413,0.047886296,0.052936415,0.05769836,0.06219571,0.066054681,0.069549936,0.072623309,0.075244978,0.077395913,0.07866936,0.078804579,0.078345682,0.077845086,0.077366294,1.191175315,1690,624,W01001704,Caerau (Cardiff) 3,18,1,1
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690,624,W01001704,Caerau (Cardiff) 3,18,1,1
dampness,2.72e-08,2.79e-07,1.02e-05,0.000599452,0.000603971,0.00016542,3.65e-05,3.65e-05,5.08e-05,0.000610105,0.00060869,0.000779397,0.000644554,0.000624398,0.000977355,0.001009102,0.001008107,0.001000562,0.000995193,0.000987904,0.000980243,0.000973078,0.000966082,0.000965674,0.000958873,0.001070749,0.016663215,1690,624,W01001704,Caerau (Cardiff) 3,18,1,1
diet_change,0.0,0.0,0.005970304,0.005998943,0.005955042,0.005889172,0.005816817,0.005742687,0.005668221,0.005593907,0.00551998,0.00544667,0.005374178,0.005302576,0.005231905,0.005162188,0.005093391,0.005025459,0.004958356,0.004892033,0.004826364,0.00476122,0.004696531,0.004632221,0.00456822,0.00450448,0.126630865,1690,624,W01001704,Caerau (Cardiff) 3,18,1,1
excess_cold,2.7e-06,3.22e-05,5.78e-05,0.000126393,0.000165181,0.000220814,0.000241402,0.000277517,0.001041533,0.000572257,0.001240823,0.001321123,0.001267859,0.002054645,0.002020271,0.002105816,0.00211013,0.002098109,0.00215357,0.002139575,0.002977989,0.002940228,0.002903069,0.002903497,0.002866033,0.00286143,0.038701964,1690,624,W01001704,Caerau (Cardiff) 3,18,1,1
excess_heat,2.99e-10,-2.03e-09,4.19e-09,-2.29e-09,6.54e-10,-1.97e-08,3.66e-09,3.2e-08,3.06e-08,3.49e-09,9.18e-08,4.72e-08,1.49e-09,6.33e-08,5.51e-08,1.57e-07,6.78e-08,7.04e-08,7.41e-08,7.62e-08,7.96e-08,7.96e-08,8.02e-08,8.07e-08,8.04e-08,1.37e-07,1.29e-06,1690,624,W01001704,Caerau (Cardiff) 3,18,1,1
hassle_costs,-0.034807876,-0.041543301,-0.048098306,-0.054627223,-0.061047494,-0.067347422,-0.067879502,-0.068376699,-0.06884266,-0.069272262,-0.069671097,-0.069980108,-0.070250424,-0.070477762,-0.070663732,-0.070803064,-0.070755586,-0.070665288,-0.070531952,-0.070360403,-0.070160772,-0.069835539,-0.069483404,-0.069106231,-0.068704524,-0.068289159,-1.70158179,1690,624,W01001704,Caerau (Cardiff) 3,18,1,1
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690,624,W01001704,Caerau (Cardiff) 3,18,1,1
physical_activity,0.010861379,0.015524496,0.019067677,0.02200738,0.024713029,0.027340232,0.028508287,0.029644468,0.030716207,0.031760399,0.032832263,0.033767889,0.034670525,0.035551238,0.036402101,0.037248782,0.037980429,0.038678922,0.039354938,0.040006251,0.040589143,0.041121331,0.04161417,0.042097026,0.04256093,0.042936808,0.8575563,1690,624,W01001704,Caerau (Cardiff) 3,18,1,1
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690,624,W01001704,Caerau (Cardiff) 3,18,1,1
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690,624,W01001704,Caerau (Cardiff) 3,18,1,1
sum,-0.020424792,-0.021505909,-0.0172349,-0.018413969,-0.019970543,-0.020953536,-0.016995791,-0.011651477,-0.005083051,0.000716749,0.007743277,0.013985431,0.019592989,0.025991573,0.031666315,0.036918691,0.04149122,0.04568777,0.049553488,0.052910414,0.05660896,0.058629758,0.059501107,0.05983795,0.060094698,0.060450739,0.529147162,1690,624,W01001704,Caerau (Cardiff) 3,18,1,1
air_quality,0.003306741,0.005350624,0.006894554,0.008912461,0.01149545,0.01525464,0.019445623,0.02507965,0.031326186,0.037466689,0.044308379,0.050767806,0.056987248,0.062986003,0.068642394,0.073984194,0.078568011,0.082719693,0.086370129,0.089483884,0.09203831,0.093550191,0.093709687,0.093163293,0.092567371,0.091997363,1.416376574,2008,783,W01001705,Caerau (Cardiff) 4,186,1,1
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,783,W01001705,Caerau (Cardiff) 4,186,1,1
dampness,0.0,2.71e-07,0.000158756,0.000336746,0.000352413,0.000575709,0.000307363,0.000385732,0.000436348,0.000876061,0.000810445,0.001408958,0.001109967,0.001160378,0.001276878,0.001338602,0.001400766,0.001403529,0.001521333,0.001519707,0.001564965,0.001566004,0.001562861,0.001564816,0.001655569,0.001745365,0.026039542,2008,783,W01001705,Caerau (Cardiff) 4,186,1,1
diet_change,0.0,0.0,0.007093711,0.007127738,0.007075577,0.006997312,0.006911342,0.006823263,0.006734785,0.006646488,0.006558651,0.006471547,0.006385413,0.006300339,0.00621637,0.006133535,0.006051792,0.005971078,0.005891348,0.005812546,0.00573452,0.005657118,0.005580256,0.005503846,0.005427802,0.005352068,0.150458445,2008,783,W01001705,Caerau (Cardiff) 4,186,1,1
excess_cold,0.0,7.74e-05,0.000154665,0.000241759,0.000598244,0.00080394,0.001260946,0.002419593,0.003179658,0.00469379,0.004696064,0.007040344,0.007167277,0.008010304,0.010319229,0.011639082,0.011898307,0.013319401,0.013618494,0.01430021,0.015242352,0.015152107,0.015046179,0.015759697,0.016423066,0.016687719,0.209749827,2008,783,W01001705,Caerau (Cardiff) 4,186,1,1
excess_heat,0.0,-2.91e-09,5.59e-09,-4.73e-09,-2.56e-09,-3.54e-08,2.54e-09,6.21e-08,5.7e-08,3.02e-09,1.99e-07,1.1e-07,6.65e-09,1.51e-07,1.44e-07,3.95e-07,1.88e-07,2.04e-07,2.19e-07,2.32e-07,2.5e-07,2.57e-07,2.62e-07,2.64e-07,2.68e-07,4.42e-07,3.68e-06,2008,783,W01001705,Caerau (Cardiff) 4,186,1,1
hassle_costs,-0.041357524,-0.049360324,-0.057148757,-0.064906191,-0.072534538,-0.080019896,-0.080652095,-0.081242847,-0.081796486,-0.082306925,-0.082780807,-0.083147962,-0.083469143,-0.083739258,-0.083960221,-0.084125771,-0.084069359,-0.08396207,-0.083803644,-0.083599817,-0.083362621,-0.082976191,-0.082557796,-0.082109652,-0.081632357,-0.081138835,-2.021761087,2008,783,W01001705,Caerau (Cardiff) 4,186,1,1
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,783,W01001705,Caerau (Cardiff) 4,186,1,1
physical_activity,0.018294017,0.026194897,0.032235228,0.03729575,0.041992646,0.046552003,0.048619944,0.050634553,0.052578391,0.05448703,0.056371861,0.058091982,0.059762372,0.061409776,0.063018215,0.064582083,0.065983622,0.067333664,0.06865631,0.069942936,0.071175175,0.072255148,0.073270183,0.074271609,0.075239216,0.076151822,1.486400433,2008,783,W01001705,Caerau (Cardiff) 4,186,1,1
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,783,W01001705,Caerau (Cardiff) 4,186,1,1
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,783,W01001705,Caerau (Cardiff) 4,186,1,1
sum,-0.019756766,-0.017737135,-0.010611837,-0.010991742,-0.011020211,-0.009836327,-0.004106874,0.004100006,0.012458939,0.021863136,0.029964792,0.040632785,0.047943141,0.056127693,0.065513009,0.07355212,0.079833327,0.086785499,0.092254189,0.097459698,0.102392951,0.105204634,0.106611632,0.108153873,0.109680935,0.110795944,1.26726741,2008,783,W01001705,Caerau (Cardiff) 4,186,1,1
air_quality,0.002302203,0.003725185,0.004800093,0.00620499,0.008003306,0.010620511,0.013538337,0.017460832,0.021809765,0.026084876,0.030848164,0.035345315,0.039675385,0.043851809,0.047789874,0.051508916,0.054700239,0.057590703,0.060132191,0.062300034,0.064078465,0.065131059,0.065242103,0.064861695,0.064446805,0.064049957,0.986102812,1398,588,W01001706,Caerau (Cardiff) 5,495,3,2
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398,588,W01001706,Caerau (Cardiff) 5,495,3,2
dampness,0.0,1.1e-07,5.19e-05,0.000130316,0.000141017,0.000317742,0.000210998,0.000272043,0.000308391,0.000510208,0.00046557,0.000925648,0.000628775,0.000658298,0.000713066,0.000778835,0.000811987,0.000833134,0.000917526,0.000983392,0.000969741,0.000963448,0.000999857,0.001024447,0.001052831,0.001079664,0.015748944,1398,588,W01001706,Caerau (Cardiff) 5,495,3,2
diet_change,0.0,0.0,0.004938749,0.004962439,0.004926124,0.004871635,0.004811781,0.004750459,0.00468886,0.004627386,0.004566232,0.004505589,0.004445621,0.004386392,0.004327931,0.00427026,0.004213349,0.004157155,0.004101646,0.004046783,0.00399246,0.003938571,0.003885059,0.003831861,0.003778918,0.003726191,0.104751451,1398,588,W01001706,Caerau (Cardiff) 5,495,3,2
excess_cold,0.0,5.45e-05,8.39e-05,0.000288703,0.000507327,0.001762717,0.001203156,0.00224687,0.002584796,0.004296757,0.004027206,0.006422462,0.006306173,0.0074979,0.009391811,0.011182762,0.011822464,0.012666725,0.012928405,0.014186772,0.014734719,0.014598602,0.014510477,0.014385385,0.015208045,0.015837489,0.198736123,1398,588,W01001706,Caerau (Cardiff) 5,495,3,2
excess_heat,0.0,-1.59e-09,1.51e-09,-3.91e-09,-3.49e-09,-2.67e-08,3.16e-10,4.82e-08,3.91e-08,1.01e-09,1.46e-07,7.99e-08,5.65e-09,1.19e-07,1.14e-07,3.17e-07,1.51e-07,1.66e-07,1.78e-07,1.9e-07,2.07e-07,2.12e-07,2.16e-07,2.2e-07,2.22e-07,3.66e-07,2.96e-06,1398,588,W01001706,Caerau (Cardiff) 5,495,3,2
hassle_costs,-0.028793734,-0.034365405,-0.03978783,-0.045188673,-0.050499643,-0.055711063,-0.056151209,-0.0565625,-0.056947952,-0.057303327,-0.057633251,-0.05788887,-0.058112481,-0.058300539,-0.058454377,-0.058569635,-0.05853036,-0.058455664,-0.058345366,-0.058203458,-0.058038319,-0.057769281,-0.057477988,-0.057165983,-0.056833683,-0.056490086,-1.407580677,1398,588,W01001706,Caerau (Cardiff) 5,495,3,2
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398,588,W01001706,Caerau (Cardiff) 5,495,3,2
physical_activity,0.011681952,0.016728208,0.020587278,0.023819804,0.026820432,0.029733522,0.031055954,0.032345149,0.033587717,0.034807565,0.036011919,0.037112198,0.038180933,0.039234369,0.040263385,0.041263797,0.042161159,0.043025253,0.043871241,0.044694386,0.045482613,0.046174195,0.046824494,0.047466759,0.04808753,0.048672835,0.949694647,1398,588,W01001706,Caerau (Cardiff) 5,495,3,2
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398,588,W01001706,Caerau (Cardiff) 5,495,3,2
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398,588,W01001706,Caerau (Cardiff) 5,495,3,2
sum,-0.014809579,-0.013857404,-0.009325908,-0.009782425,-0.01010144,-0.008404963,-0.005330983,0.000512901,0.006031616,0.013023466,0.018285986,0.026422422,0.031124412,0.037328348,0.044031804,0.050435252,0.055178989,0.059817472,0.063605821,0.068008099,0.071219886,0.073036806,0.073984218,0.074404384,0.075740668,0.076876416,0.847456264,1398,588,W01001706,Caerau (Cardiff) 5,495,3,2
air_quality,0.003319915,0.005371941,0.006922022,0.008947969,0.011541248,0.015315415,0.019523096,0.025179568,0.031450992,0.037615958,0.044484907,0.050970068,0.057214289,0.063236943,0.06891587,0.074278952,0.078881031,0.083049254,0.086714233,0.089840393,0.092404997,0.093922901,0.094083033,0.093534462,0.092936165,0.092363887,1.422019509,2016,808,W01001707,Caerau (Cardiff) 6,115,1,1
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,808,W01001707,Caerau (Cardiff) 6,115,1,1
dampness,0.0,2.63e-07,0.000168381,0.000364071,0.000383741,0.000624218,0.000336062,0.00045439,0.00046344,0.000872492,0.000859999,0.00152679,0.00118121,0.001223409,0.001361204,0.001399708,0.00144255,0.001461122,0.001582079,0.001589432,0.001633901,0.001627869,0.001645658,0.001751821,0.001767419,0.001869722,0.027590951,2016,808,W01001707,Caerau (Cardiff) 6,115,1,1
diet_change,0.0,0.0,0.007121972,0.007156135,0.007103766,0.00702519,0.006938878,0.006850448,0.006761617,0.006672968,0.006584781,0.00649733,0.006410853,0.00632544,0.006241136,0.006157971,0.006075903,0.005994867,0.00591482,0.005835704,0.005757367,0.005679656,0.005602489,0.005525773,0.005449427,0.005373391,0.151057882,2016,808,W01001707,Caerau (Cardiff) 6,115,1,1
excess_cold,0.0,7.42e-05,0.000128265,0.000306609,0.000740097,0.002056332,0.001274464,0.002790149,0.003289711,0.004878672,0.004946886,0.00754437,0.007845675,0.00837832,0.01062527,0.011973033,0.012441642,0.013972516,0.014011089,0.014534396,0.015705022,0.015567736,0.015481991,0.016491514,0.016655401,0.017235921,0.218949281,2016,808,W01001707,Caerau (Cardiff) 6,115,1,1
excess_heat,0.0,-2.81e-09,4.71e-09,-5.6e-09,-2.93e-09,-4.07e-08,2.26e-09,6.68e-08,5.77e-08,1.72e-09,2.04e-07,1.15e-07,6.27e-09,1.55e-07,1.5e-07,4.03e-07,1.91e-07,2.11e-07,2.24e-07,2.37e-07,2.56e-07,2.61e-07,2.67e-07,2.74e-07,2.78e-07,4.58e-07,3.77e-06,2016,808,W01001707,Caerau (Cardiff) 6,115,1,1
hassle_costs,-0.041522295,-0.049556979,-0.057376441,-0.065164782,-0.07282352,-0.0803387,-0.080973418,-0.081566523,-0.082122368,-0.082634841,-0.083110611,-0.083479229,-0.083801689,-0.08407288,-0.084294724,-0.084460933,-0.084404296,-0.08429658,-0.084137523,-0.083932884,-0.083694743,-0.083306774,-0.082886712,-0.082436782,-0.081957586,-0.081462098,-2.029815911,2016,808,W01001707,Caerau (Cardiff) 6,115,1,1
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,808,W01001707,Caerau (Cardiff) 6,115,1,1
physical_activity,0.017107175,0.024495953,0.030145224,0.034878115,0.039271132,0.043535542,0.045470137,0.047355092,0.049173523,0.050958986,0.05272194,0.054331325,0.055894275,0.057435588,0.058940599,0.060403768,0.061715388,0.062978764,0.064216385,0.06542038,0.066573479,0.067584327,0.068534503,0.069472142,0.070378191,0.071232798,1.390224731,2016,808,W01001707,Caerau (Cardiff) 6,115,1,1
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,808,W01001707,Caerau (Cardiff) 6,115,1,1
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,808,W01001707,Caerau (Cardiff) 6,115,1,1
sum,-0.021095205,-0.019614625,-0.012890572,-0.013511889,-0.013783539,-0.011782044,-0.007430779,0.001063191,0.009016973,0.018364237,0.026488106,0.037390769,0.044744619,0.052526975,0.061789505,0.069752902,0.076152409,0.083160154,0.088301307,0.093287658,0.098380279,0.101075976,0.102461229,0.104339204,0.105229295,0.106614079,1.180030214,2016,808,W01001707,Caerau (Cardiff) 6,115,1,1
air_quality,0.002855522,0.004620509,0.005953763,0.007696318,0.009926847,0.013173081,0.016792187,0.021657426,0.027051597,0.032354202,0.038262316,0.043840326,0.0492111,0.054391299,0.059275853,0.063888741,0.067847077,0.071432245,0.074584563,0.077273433,0.079479298,0.080784876,0.080922608,0.080450772,0.079936166,0.079443938,1.223106063,1734,732,W01001708,Caerau (Cardiff) 7,63,1,1
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1734,732,W01001708,Caerau (Cardiff) 7,63,1,1
dampness,0.0,3.23e-07,0.000145467,0.000489942,0.000496601,0.000433776,0.000208684,0.000293799,0.000306311,0.000838418,0.000811967,0.001271168,0.001047082,0.001085952,0.00131982,0.001345391,0.001391509,0.001386648,0.001434837,0.00143327,0.001457776,0.001447155,0.001444304,0.001506867,0.001594003,0.001585794,0.024776864,1734,732,W01001708,Caerau (Cardiff) 7,63,1,1
diet_change,0.0,0.0,0.006125744,0.006155128,0.006110085,0.006042499,0.005968261,0.005892201,0.005815796,0.005739547,0.005663696,0.005588477,0.005514097,0.005440632,0.00536812,0.005296588,0.005226,0.0051563,0.005087449,0.0050194,0.004952021,0.00488518,0.004818807,0.004752823,0.004687156,0.004621756,0.129927763,1734,732,W01001708,Caerau (Cardiff) 7,63,1,1
excess_cold,0.0,3.8e-05,6.64e-05,0.000381673,0.000491005,0.000597381,0.000978164,0.001394784,0.001871665,0.002430971,0.002984746,0.004308522,0.004221148,0.004556502,0.005602063,0.006324708,0.006873463,0.006827186,0.007145388,0.007314173,0.008925034,0.008816476,0.009163285,0.009104127,0.009014826,0.009029127,0.118460817,1734,732,W01001708,Caerau (Cardiff) 7,63,1,1
excess_heat,0.0,-2.17e-09,4.18e-09,-4.63e-09,-8.18e-10,-2.86e-08,3.82e-09,5.04e-08,4.02e-08,1.81e-09,1.42e-07,7.8e-08,2.8e-09,1.04e-07,9.7e-08,2.68e-07,1.28e-07,1.34e-07,1.43e-07,1.48e-07,1.66e-07,1.67e-07,1.68e-07,1.72e-07,1.73e-07,2.85e-07,2.44e-06,1734,732,W01001708,Caerau (Cardiff) 7,63,1,1
