co-benefit_type,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,sum,population,households,LSOA code,LSOA name (Eng),WIMD 2025 overall rank ,WIMD 2025 overall decile,WIMD 2025 overall quintile
air_quality,0.002778124,0.00449527,0.005792386,0.00748771,0.009657781,0.012816025,0.016337035,0.021070403,0.026318364,0.031477243,0.037225217,0.042652036,0.047877235,0.052917025,0.057669183,0.062157039,0.066008085,0.069496077,0.072562952,0.07517894,0.077325015,0.078595205,0.078729204,0.078270157,0.0777695,0.077290614,1.189953825,1687,632,W01001810,Pentwyn 2,126,1,1
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687,632,W01001810,Pentwyn 2,126,1,1
dampness,0.0,1.52e-07,6.49e-05,0.000236806,0.000235465,0.000323159,0.000162491,0.000220903,0.000268439,0.00056319,0.000537569,0.000912373,0.000699096,0.000720988,0.000828042,0.000876961,0.000931571,0.000933111,0.0009426,0.001004393,0.001032517,0.001025051,0.001057838,0.001146407,0.001152655,0.001161711,0.017038388,1687,632,W01001810,Pentwyn 2,126,1,1
diet_change,0.0,0.0,0.005959706,0.005988294,0.005944471,0.005878718,0.005806491,0.005732493,0.005658159,0.005583977,0.005510182,0.005437002,0.005364638,0.005293164,0.005222617,0.005153025,0.005084349,0.005016538,0.004949554,0.004883349,0.004817797,0.004752768,0.004688194,0.004623998,0.004560111,0.004496484,0.126406079,1687,632,W01001810,Pentwyn 2,126,1,1
excess_cold,0.0,2.94e-05,8.83e-05,0.000212633,0.000449948,0.000637817,0.001105333,0.001857191,0.002390181,0.003895875,0.003767927,0.005935863,0.005787834,0.006665473,0.008085517,0.009719613,0.009933161,0.010912373,0.011257017,0.012337451,0.012751329,0.012830171,0.012729694,0.012882981,0.013648199,0.014082662,0.173993943,1687,632,W01001810,Pentwyn 2,126,1,1
excess_heat,0.0,-1.3e-09,2.8e-09,-3.92e-09,-2.27e-09,-2.82e-08,8.84e-10,4.84e-08,4.27e-08,2.15e-09,1.61e-07,8.77e-08,5.11e-09,1.23e-07,1.17e-07,3.19e-07,1.53e-07,1.67e-07,1.81e-07,1.92e-07,2.08e-07,2.13e-07,2.15e-07,2.21e-07,2.21e-07,3.64e-07,3.01e-06,1687,632,W01001810,Pentwyn 2,126,1,1
hassle_costs,-0.034746087,-0.041469555,-0.048012925,-0.054530251,-0.060939126,-0.067227871,-0.067759006,-0.06825532,-0.068720454,-0.069149294,-0.069547421,-0.069855882,-0.070125719,-0.070352653,-0.070538293,-0.070677378,-0.070629984,-0.070539847,-0.070406747,-0.070235503,-0.070036226,-0.069711571,-0.069360061,-0.068983557,-0.068582563,-0.068167936,-1.69856123,1687,632,W01001810,Pentwyn 2,126,1,1
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687,632,W01001810,Pentwyn 2,126,1,1
physical_activity,0.012793507,0.018319462,0.02254496,0.026084475,0.029369804,0.032559277,0.034006718,0.03541758,0.036777666,0.038112853,0.039431392,0.040635406,0.041804819,0.042957615,0.044083602,0.045178455,0.046160088,0.04710539,0.048031036,0.048931602,0.049794035,0.050550323,0.05126131,0.051963369,0.052641845,0.053281701,1.03979829,1687,632,W01001810,Pentwyn 2,126,1,1
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687,632,W01001810,Pentwyn 2,126,1,1
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687,632,W01001810,Pentwyn 2,126,1,1
sum,-0.019174456,-0.018625272,-0.01356267,-0.014520337,-0.015281659,-0.015012903,-0.010340937,-0.003956702,0.002692398,0.010483846,0.016925027,0.025716886,0.031407908,0.038201735,0.045350785,0.052408034,0.057487423,0.062923809,0.067336593,0.072100424,0.075684675,0.07804216,0.079106394,0.079903576,0.081189968,0.0821456,0.848632304,1687,632,W01001810,Pentwyn 2,126,1,1
air_quality,0.0026365,0.004260914,0.005486804,0.007106001,0.009165446,0.012162689,0.015504205,0.019996274,0.024976705,0.029872594,0.035327547,0.040477718,0.045436546,0.050219417,0.054729319,0.058988394,0.06264312,0.065953301,0.068863833,0.071346463,0.073383135,0.074588574,0.074715742,0.074280096,0.073804961,0.073350487,1.129276785,1601,547,W01001811,Pentwyn 3,55,1,1
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601,547,W01001811,Pentwyn 3,55,1,1
dampness,0.0,2.49e-07,3.59e-05,0.000439986,0.000439563,0.000187967,6.19e-05,8.13e-05,0.00011119,0.000539692,0.000537266,0.000741705,0.000592741,0.000621143,0.000883066,0.000905022,0.00090186,0.000899044,0.000901526,0.000911223,0.000902874,0.000896309,0.000889847,0.000899813,0.000893445,0.000903016,0.015177647,1601,547,W01001811,Pentwyn 3,55,1,1
diet_change,0.0,0.0,0.005655892,0.005683022,0.005641433,0.005579032,0.005510488,0.005440261,0.005369717,0.005299317,0.005229283,0.005159834,0.005091159,0.005023328,0.004956378,0.004890333,0.004825159,0.004760805,0.004697235,0.004634405,0.004572195,0.004510481,0.004449198,0.004388275,0.004327645,0.004267262,0.119962137,1601,547,W01001811,Pentwyn 3,55,1,1
excess_cold,0.0,2.91e-05,4.83e-05,0.00012193,0.000150599,0.00024075,0.00028044,0.001036135,0.001659541,0.001206114,0.001821809,0.001971491,0.002053439,0.002143105,0.003059012,0.003175367,0.003342032,0.003310116,0.003856682,0.003825286,0.004413549,0.004355666,0.004295192,0.004588499,0.004523343,0.004526297,0.060033794,1601,547,W01001811,Pentwyn 3,55,1,1
excess_heat,0.0,-1.81e-09,3.48e-09,-2.3e-09,8.62e-10,-1.87e-08,4.24e-09,3.35e-08,3.22e-08,2.05e-09,1.03e-07,5.24e-08,-1.7e-10,6.64e-08,6.38e-08,1.79e-07,8.07e-08,8.38e-08,9.29e-08,9.71e-08,1e-07,1.01e-07,1.01e-07,1.07e-07,1.06e-07,1.78e-07,1.57e-06,1601,547,W01001811,Pentwyn 3,55,1,1
hassle_costs,-0.032974799,-0.039355518,-0.045565319,-0.051750405,-0.057832567,-0.063800724,-0.064304783,-0.064775796,-0.065217218,-0.065624197,-0.066002028,-0.066294765,-0.066550846,-0.066766211,-0.066942387,-0.067074382,-0.067029404,-0.066943862,-0.066817547,-0.066655033,-0.066465914,-0.06615781,-0.065824219,-0.065466909,-0.065086356,-0.064692866,-1.611971865,1601,547,W01001811,Pentwyn 3,55,1,1
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601,547,W01001811,Pentwyn 3,55,1,1
physical_activity,0.010790034,0.015445311,0.019001059,0.021976571,0.024735466,0.027415619,0.028628229,0.0298093,0.030947224,0.03206387,0.033171661,0.034177539,0.035153883,0.036116092,0.037051216,0.037961375,0.038774466,0.039557525,0.040324125,0.041069136,0.041776902,0.04239634,0.042977615,0.04355067,0.044102318,0.044607886,0.873581432,1601,547,W01001811,Pentwyn 3,55,1,1
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601,547,W01001811,Pentwyn 3,55,1,1
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601,547,W01001811,Pentwyn 3,55,1,1
sum,-0.019548265,-0.019619946,-0.015337361,-0.016422897,-0.017700059,-0.018214686,-0.014319517,-0.008412492,-0.002152809,0.003357392,0.010085641,0.016233574,0.021776922,0.02735694,0.033736668,0.038846288,0.043457314,0.047537013,0.051825947,0.055131577,0.058582841,0.060589661,0.061503476,0.062240551,0.062565462,0.06296226,0.586061495,1601,547,W01001811,Pentwyn 3,55,1,1
air_quality,0.002158933,0.003493361,0.004501374,0.005818843,0.007505246,0.009959578,0.012695823,0.016374213,0.020452505,0.024461568,0.028928429,0.033145714,0.037206316,0.041122833,0.044815826,0.048303425,0.051296147,0.054006732,0.056390059,0.058422994,0.060090749,0.061077839,0.061181972,0.060825238,0.060436167,0.060064016,0.9247359,1311,480,W01001812,Pentwyn 4,473,3,2
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311,480,W01001812,Pentwyn 4,473,3,2
dampness,0.0,1.13e-07,3.9e-05,0.000121486,0.000117925,0.000262976,0.000128643,0.000206311,0.000225702,0.000411865,0.000372572,0.000703046,0.000503852,0.000504917,0.000577503,0.000621476,0.000692098,0.000688126,0.000735716,0.00074249,0.000787388,0.00078172,0.000776969,0.000801542,0.000811059,0.000857165,0.01247166,1311,480,W01001812,Pentwyn 4,473,3,2
diet_change,0.0,0.0,0.004631402,0.004653618,0.004619562,0.004568464,0.004512336,0.00445483,0.004397064,0.004339415,0.004282068,0.004225198,0.004168963,0.004113419,0.004058596,0.004004514,0.003951145,0.003898448,0.003846393,0.003794944,0.003744002,0.003693467,0.003643285,0.003593397,0.00354375,0.003494303,0.098232583,1311,480,W01001812,Pentwyn 4,473,3,2
excess_cold,0.0,2.5e-05,7.18e-05,0.0001959,0.00030844,0.000514817,0.000992489,0.001567915,0.002278512,0.003741399,0.003398197,0.005393377,0.005325323,0.006020041,0.007771797,0.008152585,0.009546535,0.010479676,0.01055937,0.011722736,0.011818273,0.011967274,0.011839953,0.011830177,0.012949184,0.013312732,0.161783502,1311,480,W01001812,Pentwyn 4,473,3,2
excess_heat,0.0,-8.36e-10,1.52e-09,-2.64e-09,-1.96e-09,-2.23e-08,-3.74e-10,3.87e-08,3.72e-08,6.37e-10,1.36e-07,7.33e-08,4.63e-09,1.03e-07,1.06e-07,2.83e-07,1.4e-07,1.49e-07,1.61e-07,1.74e-07,1.87e-07,1.93e-07,1.94e-07,1.99e-07,2.01e-07,3.33e-07,2.69e-06,1311,480,W01001812,Pentwyn 4,473,3,2
hassle_costs,-0.02700185,-0.032226785,-0.037311763,-0.042376502,-0.047356962,-0.052244065,-0.052656821,-0.053042516,-0.053403981,-0.05373724,-0.054046632,-0.054286344,-0.054496039,-0.054672394,-0.054816658,-0.054924744,-0.054887913,-0.054817866,-0.054714431,-0.054581354,-0.054426492,-0.054174197,-0.053901031,-0.053608443,-0.053296823,-0.052974608,-1.319984454,1311,480,W01001812,Pentwyn 4,473,3,2
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311,480,W01001812,Pentwyn 4,473,3,2
physical_activity,0.01023946,0.014662658,0.01804533,0.020878768,0.02350893,0.02606239,0.027221625,0.028351807,0.029440991,0.030510213,0.031565867,0.032530332,0.033467167,0.034390542,0.035292573,0.036169534,0.036956169,0.037713623,0.038455174,0.039176712,0.039867632,0.040473839,0.041043861,0.04160691,0.042151123,0.042664258,0.832447488,1311,480,W01001812,Pentwyn 4,473,3,2
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311,480,W01001812,Pentwyn 4,473,3,2
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311,480,W01001812,Pentwyn 4,473,3,2
sum,-0.014603457,-0.014045654,-0.010022855,-0.01070789,-0.011296861,-0.010875862,-0.007105905,-0.002087401,0.00339083,0.009727221,0.014500637,0.021711396,0.026175587,0.031479461,0.037699743,0.042327073,0.047554321,0.051968888,0.055272442,0.059278696,0.061881739,0.063820135,0.064585203,0.06504902,0.066594661,0.067418199,0.709689366,1311,480,W01001812,Pentwyn 4,473,3,2
air_quality,0.003135476,0.0050735,0.006537465,0.008450859,0.010900068,0.014464559,0.018438479,0.023780704,0.029703714,0.035526183,0.042013523,0.048138398,0.054035717,0.059723779,0.065087211,0.070152343,0.074498751,0.078435406,0.081896775,0.08484926,0.087271386,0.088704962,0.088856197,0.088338103,0.087773045,0.08723256,1.343018423,1904,785,W01001813,Pentwyn 5,137,1,1
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904,785,W01001813,Pentwyn 5,137,1,1
dampness,0.0,2.36e-07,0.000136038,0.000418766,0.000423914,0.000491354,0.000230558,0.000330276,0.000350811,0.000838197,0.000795343,0.001322206,0.001055517,0.00109656,0.001276794,0.001340498,0.001371538,0.001377895,0.001442466,0.001477308,0.0014759,0.001472509,0.001537341,0.001550693,0.001685404,0.001674138,0.02517226,1904,785,W01001813,Pentwyn 5,137,1,1
diet_change,0.0,0.0,0.006726307,0.006758572,0.006709113,0.006634901,0.006553385,0.006469867,0.006385972,0.006302248,0.00621896,0.006136367,0.006054695,0.005974027,0.005894406,0.005815862,0.005738353,0.005661819,0.005586219,0.005511498,0.005437513,0.00536412,0.005291239,0.005218786,0.005146681,0.005074869,0.142665779,1904,785,W01001813,Pentwyn 5,137,1,1
excess_cold,0.0,3.83e-05,9.88e-05,0.000232134,0.000565977,0.000753632,0.001233755,0.001964666,0.00259792,0.004076151,0.004134353,0.005917332,0.006237524,0.006416843,0.008201383,0.009976735,0.009222213,0.010379334,0.010402494,0.011333043,0.012185943,0.012281046,0.01229551,0.012947331,0.013233656,0.013264929,0.169991004,1904,785,W01001813,Pentwyn 5,137,1,1
excess_heat,0.0,-1.79e-09,3.99e-09,-4.98e-09,-1.96e-09,-3.4e-08,2.46e-09,5.48e-08,4.8e-08,3.94e-09,1.71e-07,9.43e-08,6.34e-09,1.26e-07,1.2e-07,3.36e-07,1.55e-07,1.68e-07,1.8e-07,1.89e-07,2.06e-07,2.1e-07,2.14e-07,2.17e-07,2.22e-07,3.65e-07,3.05e-06,1904,785,W01001813,Pentwyn 5,137,1,1
hassle_costs,-0.039215501,-0.046803813,-0.054188861,-0.061544516,-0.068777769,-0.075875439,-0.076474894,-0.07703505,-0.077560014,-0.078044016,-0.078493355,-0.078841494,-0.07914604,-0.079402165,-0.079611684,-0.079768659,-0.079715169,-0.079613437,-0.079463217,-0.079269946,-0.079045035,-0.07867862,-0.078281895,-0.077856961,-0.077404386,-0.076936425,-1.917048361,1904,785,W01001813,Pentwyn 5,137,1,1
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904,785,W01001813,Pentwyn 5,137,1,1
physical_activity,0.014889433,0.021319637,0.026235477,0.030353606,0.034175575,0.037885825,0.039568487,0.041207863,0.042789333,0.044342024,0.045875779,0.047275127,0.048634014,0.049974076,0.051282529,0.052555015,0.053695102,0.054793218,0.055868956,0.056915356,0.057917582,0.058795735,0.059621002,0.060435303,0.061222058,0.061964194,1.209592306,1904,785,W01001813,Pentwyn 5,137,1,1
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904,785,W01001813,Pentwyn 5,137,1,1
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904,785,W01001813,Pentwyn 5,137,1,1
sum,-0.021190592,-0.020372142,-0.01445477,-0.015330584,-0.016003124,-0.015645202,-0.010450228,-0.003281619,0.004267784,0.013040791,0.020544774,0.02994803,0.036871433,0.043783246,0.052130759,0.06007213,0.064810943,0.071034403,0.075733873,0.080816708,0.085243495,0.087939962,0.089319608,0.090633472,0.09165668,0.09227463,0.973394461,1904,785,W01001813,Pentwyn 5,137,1,1
air_quality,0.002341726,0.003789137,0.004882498,0.006311514,0.008140702,0.010802838,0.013770755,0.017760588,0.022184182,0.026532685,0.031377747,0.035952102,0.040356507,0.044604629,0.048610301,0.052393189,0.055639299,0.058579384,0.061164504,0.063369563,0.065178525,0.066249189,0.066362139,0.065975201,0.065553188,0.065149527,1.003031619,1422,687,W01001814,Pentwyn 6,994,6,3
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422,687,W01001814,Pentwyn 6,994,6,3
dampness,0.0,1.32e-07,6.8e-05,0.0002276,0.00023704,0.000357713,0.000207753,0.000253839,0.000315223,0.000599601,0.000584118,0.001026393,0.000774267,0.000794221,0.000882343,0.000953393,0.001005505,0.00102107,0.00109588,0.001164079,0.001185672,0.0011828,0.0011945,0.001234004,0.001267744,0.001292388,0.018925278,1422,687,W01001814,Pentwyn 6,994,6,3
diet_change,0.0,0.0,0.005023534,0.005047631,0.005010692,0.004955268,0.004894387,0.004832012,0.004769355,0.004706826,0.004644623,0.004582938,0.004521941,0.004461694,0.00440223,0.004343569,0.004285682,0.004228522,0.00417206,0.004116255,0.004061,0.004006186,0.003951755,0.003897644,0.003843792,0.00379016,0.106549756,1422,687,W01001814,Pentwyn 6,994,6,3
excess_cold,0.0,2.43e-05,0.000116319,0.000139605,0.000437791,0.001766567,0.000876451,0.001956956,0.00253469,0.0041803,0.003996975,0.006485612,0.00632083,0.007118721,0.00861048,0.010598959,0.011871526,0.011998073,0.012771978,0.013753202,0.014187361,0.014009266,0.013903574,0.014820162,0.01516417,0.015197292,0.19284116,1422,687,W01001814,Pentwyn 6,994,6,3
excess_heat,0.0,-1.13e-09,2.73e-09,-3.2e-09,-2.4e-09,-2.38e-08,8.98e-10,4.31e-08,3.79e-08,1.77e-09,1.43e-07,7.85e-08,5.5e-09,1.1e-07,1.05e-07,2.92e-07,1.4e-07,1.51e-07,1.62e-07,1.74e-07,1.91e-07,1.93e-07,1.97e-07,2e-07,2.02e-07,3.33e-07,2.73e-06,1422,687,W01001814,Pentwyn 6,994,6,3
hassle_costs,-0.029288047,-0.034955369,-0.040470883,-0.045964444,-0.05136659,-0.056667476,-0.057115179,-0.05753353,-0.057925599,-0.058287075,-0.058622663,-0.05888267,-0.05911012,-0.059301407,-0.059457886,-0.059575122,-0.059535173,-0.059459195,-0.059347003,-0.059202659,-0.059034685,-0.058761028,-0.058464734,-0.058147373,-0.057809368,-0.057459872,-1.43174515,1422,687,W01001814,Pentwyn 6,994,6,3
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422,687,W01001814,Pentwyn 6,994,6,3
physical_activity,0.010066417,0.014414898,0.017740488,0.020526051,0.023111765,0.025622118,0.026761836,0.027873058,0.028943851,0.029994985,0.031032818,0.031981024,0.032902082,0.033809859,0.034696696,0.035558915,0.03633233,0.03707703,0.037806053,0.038515408,0.039194669,0.039790653,0.040351068,0.040904683,0.041439785,0.041944352,0.818392892,1422,687,W01001814,Pentwyn 6,994,6,3
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422,687,W01001814,Pentwyn 6,994,6,3
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422,687,W01001814,Pentwyn 6,994,6,3
sum,-0.016879904,-0.016726903,-0.012640041,-0.013712046,-0.014428602,-0.013162996,-0.010603996,-0.004857034,0.00082174,0.007727324,0.013013761,0.021145478,0.025765513,0.031487827,0.037744269,0.044273195,0.049599309,0.053445035,0.057663634,0.061716022,0.064772733,0.066477259,0.067298499,0.068684521,0.069459513,0.06991418,0.707998288,1422,687,W01001814,Pentwyn 6,994,6,3
air_quality,0.00222562,0.003591953,0.004628416,0.005983066,0.007717065,0.010240665,0.013054134,0.016836338,0.02102973,0.02515194,0.029744868,0.034081177,0.03825638,0.042283432,0.046080651,0.04966668,0.052743864,0.055530949,0.057981541,0.06007185,0.061786675,0.062801622,0.062908694,0.062541892,0.062141841,0.061759186,0.950840229,1348,542,W01001815,Pentwyn 7,1321,7,4
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348,542,W01001815,Pentwyn 7,1321,7,4
dampness,0.0,3.72e-08,6.58e-06,2.69e-05,4.82e-05,0.000164675,0.000108149,0.000132353,0.000185605,0.00021896,0.000259824,0.00052507,0.000342099,0.000366449,0.000374386,0.000411684,0.00045565,0.000478693,0.00049867,0.000548831,0.000528357,0.000536821,0.000551827,0.000573531,0.000589106,0.000600755,0.008533212,1348,542,W01001815,Pentwyn 7,1321,7,4
diet_change,0.0,0.0,0.004762112,0.004784955,0.004749939,0.004697399,0.004639686,0.004580557,0.004521161,0.004461886,0.004402919,0.004344445,0.004286622,0.004229511,0.004173141,0.004117532,0.004062657,0.004008473,0.003954949,0.003902048,0.003849668,0.003797706,0.003746108,0.003694813,0.003643764,0.003592922,0.101004973,1348,542,W01001815,Pentwyn 7,1321,7,4
excess_cold,0.0,1.52e-05,0.000166302,0.000321741,0.000502809,0.002067966,0.001679605,0.002252867,0.003449272,0.005348754,0.005021582,0.0080677,0.008962059,0.009595134,0.012055154,0.013473271,0.014332298,0.015736718,0.016496159,0.016889724,0.018145705,0.018067199,0.017946014,0.017788861,0.01921856,0.019307155,0.246907809,1348,542,W01001815,Pentwyn 7,1321,7,4
excess_heat,0.0,-2.39e-10,1.6e-09,-5e-09,-4.05e-09,-2.44e-08,-2.04e-09,4.21e-08,4.05e-08,-5.45e-10,1.49e-07,8.6e-08,5.19e-09,1.21e-07,1.18e-07,3.21e-07,1.51e-07,1.7e-07,1.84e-07,1.97e-07,2.13e-07,2.19e-07,2.22e-07,2.28e-07,2.31e-07,3.81e-07,3.04e-06,1348,542,W01001815,Pentwyn 7,1321,7,4
hassle_costs,-0.027763916,-0.033136313,-0.038364803,-0.043572483,-0.048693504,-0.053718536,-0.05414294,-0.054539521,-0.054911187,-0.055253852,-0.055571976,-0.055818453,-0.056034066,-0.056215398,-0.056363734,-0.05647487,-0.056437,-0.056364975,-0.056258622,-0.056121789,-0.055962556,-0.05570314,-0.055422266,-0.05512142,-0.054801005,-0.054469696,-1.357238021,1348,542,W01001815,Pentwyn 7,1321,7,4
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348,542,W01001815,Pentwyn 7,1321,7,4
physical_activity,0.023592329,0.033781221,0.041572552,0.048093777,0.054145417,0.060023802,0.062692262,0.065295461,0.067799459,0.070256654,0.072687512,0.074905918,0.077060946,0.079182933,0.081256539,0.083276429,0.085086358,0.086827579,0.088529908,0.090186117,0.091772827,0.093164634,0.094473387,0.095760334,0.097002024,0.098155326,1.916581705,1348,542,W01001815,Pentwyn 7,1321,7,4
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348,542,W01001815,Pentwyn 7,1321,7,4
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348,542,W01001815,Pentwyn 7,1321,7,4
sum,-0.001945967,0.004252098,0.012771161,0.015637951,0.018469922,0.023475947,0.028030894,0.034558097,0.042074081,0.050184341,0.056544878,0.066105943,0.072874045,0.079442182,0.087576255,0.094471047,0.100243978,0.106217607,0.111202789,0.115476978,0.120120889,0.122665061,0.124203986,0.125238239,0.127794521,0.128946029,1.866632951,1348,542,W01001815,Pentwyn 7,1321,7,4
air_quality,0.004734502,0.007660878,0.009871435,0.01276062,0.016458873,0.02184118,0.027841717,0.035908363,0.044851985,0.05364379,0.063439537,0.072687969,0.081592798,0.090181652,0.098280321,0.105928565,0.11249155,0.118435816,0.12366241,0.1281206,0.131777959,0.133942629,0.134170991,0.133388679,0.132535454,0.131719332,2.027929605,2875,1101,W01001816,Pentwyn 8,523,3,2
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875,1101,W01001816,Pentwyn 8,523,3,2
dampness,0.0,4.36e-07,0.000230034,0.0004364,0.000446131,0.000922334,0.000505103,0.000643028,0.00068249,0.001191271,0.001127162,0.002049989,0.001540423,0.001616717,0.00174776,0.001836783,0.001901385,0.001913356,0.001910417,0.002148099,0.002205042,0.002189135,0.002207666,0.00219543,0.002294148,0.002467902,0.036408641,2875,1101,W01001816,Pentwyn 8,523,3,2
diet_change,0.0,0.0,0.010156583,0.010205302,0.010130619,0.010018562,0.009895473,0.009769364,0.009642683,0.009516262,0.009390499,0.009265785,0.009142462,0.009020655,0.00890043,0.008781829,0.008664792,0.008549228,0.008435073,0.008322246,0.00821053,0.008099708,0.00798966,0.007880257,0.007771381,0.007662946,0.215422329,2875,1101,W01001816,Pentwyn 8,523,3,2
excess_cold,0.0,9.88e-05,0.00033372,0.000765761,0.000972658,0.002508965,0.002322281,0.004038246,0.004563202,0.006822409,0.007088148,0.010613862,0.010095645,0.01239858,0.015788452,0.017927198,0.019464343,0.020363371,0.020436234,0.021876678,0.023182349,0.023424227,0.023246321,0.022998276,0.024211694,0.024349067,0.319890487,2875,1101,W01001816,Pentwyn 8,523,3,2
